text,verb,explanation,madarian,romen,ro_correct,hanzi,han_correct,page,description,toggle
pratiquer,va,- la vertu,积德，行善,sieû teh yeng,sieû teh yeng’,修德行,,449,,TRUE
pratiquer,va,- un trou dans mur,在墙上打个洞,ziang ’li ghieuh ke’ dong’,,墻裏掘个洞,,449,,TRUE
pré,sm,,牧场；草地,’ts‘ao di’,,草地,,449,,TRUE
préambule,sm,,序言，绪言,zu’,,序,,449,,TRUE
préambule,sm,,序言，绪言,’yen,,引,,449,,TRUE
précaire,adj,,不可靠的，不稳定的，暂时的，不牢固的,véh eu ’wen,,勿安穩,,449,,TRUE
précaire,adj,,不可靠的，不稳定的，暂时的，不牢固的,véh ’wen taong’,,勿穩當,,449,,TRUE
précaution,sf,,谨慎，小心,taong sin,,當心,,449,,TRUE
précaution,sf,,谨慎，小心,’siao sin,,小心,,449,,TRUE
précaution,sf,Négliger les -s,忽视防范措施,séh ngou’,,失誤,,449,,TRUE
précaution,sf,Négliger les -s,忽视防范措施,sié véh taong sin,,先勿當心,,449,,TRUE
précautionner,vr,(Se),预防，提防；采取预防措施,baong bei’,,防備,,449,,TRUE
précautionner,vr,(Se),预防，提防；采取预防措施,yu’ baong,,預防,,449,,TRUE
précédemment,adv,,先前，以前，前面,sié,,先,,449,,TRUE
précédemment,adv,,先前，以前，前面,yu’ sié,,預先,,449,,TRUE
précédemment,adv,,先前，以前，前面,zié deû,,前頭,,449,,TRUE
précédent,sm,Chose pr laquelle il y a des -s,这事有先例可循,di’ ghié’ ze’ ’t‘i tsao’ ’lao li’ bè’,,第件事體照老例辦,,449,,TRUE
précédent,adj,,在前的，先前的，前面的，上次的,zié,,前,,449,,TRUE
précédent,adj,La fois -e,上一次,zaong’ ih wei,,上一回,,449,,TRUE
précéder,va,,走在…前面,zié deu ’tseû,,前頭走,,449,,TRUE
précéder,va,,走在…前面,sié ’tseû,,先走,,449,,TRUE
précéder,va. et vn.,Être avant,先于，在…之前,’la zié deû,,拉前頭,,449,,TRUE
précéder,va. et vn.,Être avant,先于，在…之前,’la men zié,,垃門前,拉门前,449,,TRUE
précepte,sm,,规则；教训，告诫；箴言，格言,koei ’kiu,,規矩,,449,,TRUE
précepte,sm,,规则；教训，告诫；箴言，格言,gné ming’ ,,嚴命,,449,,TRUE
précepte,sm,,规则；教训，告诫；箴言，格言,kia’ ming’,,誡命,,449,,TRUE
précepteur,sm,,家庭教师,sié sang,,先生,,449,,TRUE
précepteur,sm,,家庭教师,si pin,,西賓,,449,,TRUE
précher,va,(C.),讲道，布道,’kaong dao’ ’li,,講道理,,449,,TRUE
précher,va,- la religion,传教,zé kiao’,,傳教,,449,,TRUE
précher,va,(Pr.) ,讲道，布道,’kaong su,,講書,,449,,TRUE
précher,va,- (bouddhique),讲道，布道,’ts‘é kiao’,’zé kiao’,闡教,,449,待定 特殊,TRUE
précieux,adj,,珍贵的，贵重的,’pao,,寶,,449,,TRUE
précieux,adj,,珍贵的，贵重的,’pao pei’ ke’,,寳貝个,,449,,TRUE
précieux,adj,,珍贵的，贵重的,tsen koei’ ke’,,尊貴个,,449,,TRUE
précipitamment,adv,,急促地，仓促地，匆忙地,kiéh kiéh maong maong,,急急忙忙,,449,,TRUE
précipitamment,adv,,急促地，仓促地，匆忙地,lié maong,,連忙,,449,,TRUE
précipité,adj,,匆忙的，仓促的,deû ’ke,,投个,,449,,TRUE
précipité,adj,,匆忙的，仓促的,ts‘aong ts‘aong maong maong,,蒼蒼忙忙,倉倉忙忙,449,,TRUE
précipiter,va,ses pas,加快，加速,k‘oa’ k‘oa’ ’tseû,,快快走,,449,,TRUE
précipiter,va,ses pas,加快，加速,’keu ’kien ’tié,,赶緊點,,449,保留簡體,TRUE
précipiter,vr,Se - dans l'eau,落入水中,deû ’se,,投水,,449,,TRUE
précipiter,vr,Se - dans l'eau,落入水中,t‘iao’ ’la ’se ’li,,跳拉水裏,,449,,TRUE
précipiter,vr,Se -. Se hâter trop,匆忙，急于,t‘eh zah kiéh,,忒着急 ,,449,,TRUE
précipiter,vr,Se -. Se hâter trop,匆忙，急于,t‘ai’ k‘oa’,,太快,,449,,TRUE
précis,sm,,简明,’kié bié’,,簡便,,449,简便是sm?,TRUE
précis,sm,- de chimie,化学概论,h‘ouo’ yah ts‘euh yao’,,化學撮要,,449,,TRUE
précis,adj,Jour -,确定的日子,ding’ taong’ ke’ gnéh ’tse,,定當个日子,,449,,TRUE
précis,adj,Jour -,确定的日子,yè’ ghi,,限期,,449,,TRUE
précis,adj,Midi -,正午,tseng’ gnéh tsong sin,,正日中心,,449,,TRUE
précis,adj,Termes -,精确的措辞,ts‘ing ’saong ke’ seh wo’,,清爽个説話,,449,,TRUE
précisément,adv,,正好，恰好,tseng’ ’h‘ao,,正好,,449,,TRUE
précisément,adv,,正好，恰好,t‘ih tseng’,,貼正,,449,,TRUE
précisément,adv,,正好，恰好,hèh ’h‘ao,h‘èh ’h‘ao,恰好,,449,,TRUE
précisément,adv,Il en est - ainsi,正是如此,tseng’ ze’,,正是,,449,,TRUE
précisément,adv,Il en est - ainsi,正是如此,zah zéh,,着實,,449,,TRUE
préciser,va,,明确表达，明确指出,’kè ghien’ ’tié wo’,,揀近點話,,449,近字声调存疑,TRUE
préciser,va,,明确表达，明确指出,wo’ lai ’tse si’,,話來仔細,,449,,TRUE
précision,sf,,明确，确切,tseng’ ze’ zéh kai’,,正是實蓋,,449,,TRUE
précoce,adj,,早熟的；早来的,’tsao,,早,,450,,TRUE
précoce,adj,Fruit -,早熟的果子,’tsao zôh ke’ ’kou ’tse,,早熟个果子,,450,果的異體字待定,TRUE
précoce,adj. Fig.,Interlligence -,早慧,ming ngou’ k‘ai teh ’tsao,,明悟開得早,,450,,TRUE
précoce,adj. Fig.,Trop -,,sang lai t‘ai’ tsing ming (tsing si’),,生來太精明（精細）,,450,,TRUE
préconçu,adj,,预想的,p‘ié kié’,,偏見,,450,,TRUE
préconiser,va,,颂扬，吹捧,tsè’ ’mei,,贊美,,450,,TRUE
préconiser,va,,颂扬，吹捧,k‘ouo ’tsiang,,誇獎,,450,待定,TRUE
précurseur,adj,,预兆的，前兆的；前驱的，先驱的,sié ’yeû ke’,,先有个,,450,,TRUE
précurseur,adj,Le - (C.),前驱，先驱,zié k‘iu,,前驅,,450,,TRUE
prédécesseur,sm,,前任，前人,zié zen,,前人,,450,,TRUE
prédécesseur,sm,,前任，前人,zié deû gnen,,前頭人,,450,,TRUE
prédécesseur,sm,- dans une charge,前任职官,zié zen’,,前任,,450,,TRUE
prédécesseur,sm,- dans une charge,前任职官,ghieû’ koé,,舊官,,450,,TRUE
prédestination,sf,(C.),宿命；命运；定命论,yu’ ’kié tse en,yu’ kié’ tse en,預簡之恩,預見之恩,450,待定 特殊,TRUE
prédicateur,sm,,讲道者，说教者,’kaong dao’ ’li ke’,,講道理个,,450,,TRUE
prédiction,sf,,预言，预告,yu’ yé,,預言,,450,,TRUE
prédilection,sf,,偏爱，偏好，特别爱好,gneh ai’,,溺愛,,450,,TRUE
prédilection,sf,,偏爱，偏好，特别爱好,p‘ié ai’,,偏愛,,450,,TRUE
prédire,va,,预言，预告,yu’ sié wo’,,預先話,,450,,TRUE
prédisposé,adj,en faveur de,倾向…的,’yeû p‘ié hiang’,,有偏向,,450,,TRUE
prédominant,adj,,占优势的，主要的,tsu’ dou’ ke’,,最大个,,450,,TRUE
prédominant,adj,,占优势的，主要的,’kai tsouo,,盖遮,,450,保留簡體,TRUE
prédominant,adj,,占优势的，主要的,deû ih,,頭一,,450,,TRUE
prééminence,sf,,优势，优越,ts‘ao ts‘éh zin zang,,超出尋常,,450,,TRUE
prééminence,sf,Se disputer la -,争夺优势地位,’ts‘iang deû wei’,,搶頭位,,450,,TRUE
prééminence,sf,Se disputer la -,争夺优势地位,tsié’ sié,,僭先,占先,450,原作“僣先”,TRUE
prééminent,adj,,卓越的，杰出的,ts‘éh ’teng ke’,,出等个,,450,,TRUE
prééminent,adj,,卓越的，杰出的,fi zang ke’,,非常个,,450,,TRUE
préexister,vn,,先存在，先于…而存在,sié ’yeû,,先有,,450,,TRUE
préface,sf,,序言，前言，绪言,zu’ wen,,序文,,450,,TRUE
préface,sf,,序言，前言，绪言,’yen,,引,,450,,TRUE
préface,sf,,序言，前言，绪言,’siao ’yen,,小引,,450,,TRUE
préface,sf,- de la messe,,zu’ wen,,序,序文,450,按照羅馬字改正,TRUE
préfecture,sf,,省会，州会,’fou,,府,,450,,TRUE
préfecture,sf,- indépendante du taotai,,zéh di’ tseû,,直隸州,,450,,TRUE
préfecture,sf,Chef-lieu d'une -,,’fou,,府,,450,这里府、府城和州、州城在一行，并用分号断开，但是法语解释只有一个,TRUE
préfecture,sf,Chef-lieu d'une -,,’fou zeng,,府城,,450,,TRUE
préfecture,sf,Chef-lieu d'une -,,tseû,,州,,450,,TRUE
préfecture,sf,Chef-lieu d'une -,,tseû zeng,,州城,,450,,TRUE
préférable,adj,,更好的，更可取的,’h‘ao ’tié,,好點,,450,,TRUE
préférable,adj,,更好的，更可取的,keng ka ’h‘ao,,更加好,,450,,TRUE
préférence,sf,,偏爱，爱好,’yeû heû’ ’ts‘e bôh ’pei,,有厚此薄彼,,450,,TRUE
préférence,sf,,偏爱，爱好,"ih ke’ k‘eu’ ’zong , ih ke’ k‘eu’ k‘ieng",,一個看重，一個看輕,,450,格式,TRUE
préférence,sf,Avoir des -s. Partial,有所偏爱，偏心,se sin,,私心,,450,,TRUE
préférence,sf,Avoir des -s. Partial,有所偏爱，偏心,p‘ié ai’,,偏愛,,450,,TRUE
préférer,va,,宁愿，宁可，更喜欢,gneng ’se,,寧使,,450,,TRUE
préférer,va,,宁愿，宁可，更喜欢,gneng gneu’,,寧願,,450,,TRUE
préférer,va,,宁愿，宁可，更喜欢,gneng ’k‘o,,寧可,,450,,TRUE
préférer,va,En Chine on préfère la gauche,在中国人们偏爱左边,tsong kôh k‘eu’ ’zong ’tsou mié,tsong kôh k‘eu’ ’zong ’tsou mié’,中國看重左面,,450,,TRUE
préférer,va,"On ,, le jaune. Cf. Mieux, Plutôt",偏爱黄色,waong ngè seh seu’ tsen koei’,,黄顔色算尊貴,,450,,TRUE
préfet,sm,,省长；行政长官,tse ’fou,,知府,,450,,TRUE
préfet,sm,,省长；行政长官,tse tseû,,知州,,450,,TRUE
préjudice,sm,,损害,hai’ ts‘u’,,害處,,450,,TRUE
préjudice,sm,Porter - à qqn,损害某人,hai’ i,,害伊,,450,,TRUE
préjudice,sm,Subir un -,遭受伤害,k‘ieh k‘iu,,吃虧,,450,,TRUE
préjudice,sm,Subir un -,遭受伤害,k‘ieh ’tié k‘i’,,吃點氣,,450,,TRUE
préjudiciable,adj,,有损害的，不利的,hai’ gnen ke’,,害人个,,450,,TRUE
préjugé,sm,,偏见，成见,zeng kié’,,成見,,450,,TRUE
préjugé,sm,,偏见，成见,p‘ié k‘ié’,,偏見,,450,,TRUE
préjugé,sm,,偏见，成见,se kié’,,私見,,450,,TRUE
Prélasser,vr.,(Se),神气活现，趾高气昂,ka’ lôh,,架䟿,,451,待定 本字存疑,TRUE
Prélasser,vr.,(Se),神气活现，趾高气昂,tsaong waong,,裝隍,？,451,待定 本字存疑,TRUE
Prélasser,vr.,(Se),神气活现，趾高气昂,yao yao ’pa ’pa,,摇摇擺擺,,451,,TRUE
Prélasser,vr.,(Se),神气活现，趾高气昂,da’ toh sè bou’,da’ doh sè bou’,大[足睪]三步,大踱三步,451,,TRUE
Prêle,sf.,,木贼,tsih ’ts‘ao,,節草,,451,,TRUE
Prêle,sf.,,木贼,mô waong,,麻黄,,451,,TRUE
Prélever,va.,Exiger. Retrancher.,抽取，提取,k‘eû’ t‘éh,,扣脱,,451,,TRUE
Prélever,va.,Exiger. Retrancher.,抽取，提取,zu ts‘éh,,除出,,451,,TRUE
Prélever,va.,Exiger. Retrancher.,抽取，提取,sié ts‘eû,,先抽,,451,,TRUE
Prélever,va.,–une contribution,捐税,kieu li kien,,捐厘金,,451,,TRUE
Prématuré,adj.,,早熟的，过早的,t‘eh ’tsao,,忒早,,451,,TRUE
Préméditation,sf.,,事先考虑，预谋,yu’ sié ’yeû i’,,預先有意,,451,,TRUE
Préméditation,sf.,C’est avec - qu’il enfui,他是有预谋的逃走了,i ze’ ’k‘i sin ’siang bao t‘éh ’tsé,,伊是起心想跑脱者,,451,,TRUE
Préméditer,va.,,事先考虑,yu’ sié ’siang ih ’siang,,預先想一想,,451,,TRUE
Premier,adj.,,第一的，初次的,di’ ih,,第一,,451,,TRUE
Premier,adj.,,第一的，初次的,deû ih,,頭一,,451,,TRUE
Premier,adj.,Au - coup d’œil,乍一看,ih kié’ zieû’…,,一見就⋯,,451,,TRUE
Premier,adj.,Du - élan,从第一势,ih vèh zieû’…,,一滑就⋯,,451,,TRUE
Premier,adj.,Retournez-vous-enle-.,回到开始,nong’ sié wei ’tsé k‘i’,,儂先回轉去,,451,,TRUE
Premier,adj.,En - lieu. D’abord.,首先,ih lai,,一來,,451,,TRUE
Premier,adj.,En - lieu. D’abord.,首先,deû ih,,頭一,,451,,TRUE
Premier,adj.,En - lieu. D’abord.,首先,deû laong’,,頭上,,451,,TRUE
Premier,adj.,– à l’examen (académie),考试第一名,zaong’ gneu,,狀元,,451,,TRUE
Premier,adj.,Le - venu.,第一个来,véh len’ sa’ gnen,,勿論啥人,,451,,TRUE
Premièrement,adv.,,首先，第一,sié,,先,,451,,TRUE
Premièrement,adv.,,首先，第一,di’ ih,,第一,,451,,TRUE
Premièrement,adv.,,首先，第一,deû ih ghié’ ze’ ’t‘i,,頭一件事體,,451,,TRUE
Prémunir,vr.,(Se) contre.,预防，防备,baong bei’,,防備,,451,,TRUE
Prémunir,vr.,Se défendre,预防，防备,baong sen,,防身,,451,,TRUE
Prendre,va.,,拿，取，抓,nao(nè),,拏,,451,,TRUE
Prendre,va.,,拿，取，抓,tè,,担,,451,,TRUE
Prendre,va.,,拿，取，抓,seû k‘i’,,收去,,451,,TRUE
Prendre,va.,,拿，取，抓,ta’ k‘i’,,帶去,,451,,TRUE
Prendre,va.,"Arrêtre, saisir.",抓住,tsoh zah,,捉着,,451,,TRUE
Prendre,va.,"Arrêtre, saisir.",抓住,nao zu’,,拏住,,451,,TRUE
Prendre,va.,"Arrêtre, saisir.",抓住,’la zu’,,拉住,,451,,TRUE
Prendre,va.,Ravir.,抢夺,’ts‘isng,,搶,,451,,TRUE
Prendre,va.,Ravir.,抢夺,deuh,,奪,,451,,TRUE
Prendre,va.,Ravir.,抢夺,’ts‘iang deuh,,搶奪,,451,,TRUE
Prendre,va.,– et arrêtre,抢夺,’la zu’,,拉住,,451,,TRUE
Prendre,va.,– et arrêtre,抢夺,k‘eû’ zu’,,扣住,,451,,TRUE
Prendre,va.,– et arrêtre,抢夺,lieû zu’,,留住,,451,,TRUE
Prendre,va.,–avec les doights,用手抓,ts‘euh,,撮,,451,,TRUE
Prendre,va.,–avec les doights,用手抓,gnèh,,捻,捏,451,,TRUE
Prendre,va.,les griffes.,抓伤,tsao zu’,,抓住,,451,,TRUE
Prendre,va.,les griffes.,抓伤,’la,,攋,,451,,TRUE
Prendre,va.,–une détermination,下定决心,nao ding’ ’tsu i’,,拏定主意,,451,,TRUE
Prendre,va.,–une ville d’assaut,攻打城市,kong ’tang zeng deû,,攻打城頭,,451,,TRUE
Prendre,va.,–par force,用强力拿,ngang’ pouo’,,硬霸,,451,,TRUE
Prendre,va.,–par force,用强力拿,ghiang pouo’,,强霸,,451,,TRUE
Prendre,va.,Lequel prenez-vous?,你选哪一个？,’kè ’a ’li ih ke’,,揀那裏一个？,？,451,,TRUE
Prendre,va.,–qqn comme portier,让某人做门卫,yong’ i k‘eu men,,用伊看門,,451,,TRUE
Prendre,va.,la teinture ne premd pas,染不上颜色,’gné véh zaong’ ngè seh,,染勿上顔色,,451,,TRUE
Prendre,va.,–sur soi la responsabilité,承担责任,zeng taong,,承當,,451,,TRUE
Prendre,va.,–sur soi la responsabilité,承担责任,tè taong,,担當,,451,,TRUE
Prendre,va.,–sur soi la responsabilité,承担责任,zing gneu’ tè ts‘ouo (tè kou’),,情愿担差（担過）,情願担差（担過）,451,,TRUE
Prendre,va.,–du bouillon,喝汤,hèh t‘aong,h‘èh t‘aong,喝湯,呷湯,451,待定,TRUE
Prendre,va.,–un remède,服药,k‘ieh yah,,吃藥,,451,,TRUE
Prendre,vr.,S’en - à.,惹某人，向某人挑衅,koa’,,怪,,451,,TRUE
Prendre,vr.,S’en - à.,惹某人，向某人挑衅,péh tséh zen’ ’la i,,撥責任拉伊,,451,,TRUE
Prendre,loc. adv.,À tout-,所有情况都考虑到了,’siang lai ’siang k‘i’,,想來想去,,451,,TRUE
Prénom,sm.,,名字,ming ze’,,名字,,451,,TRUE
Prénom,sm.,,名字,hao’,,號,,451,,TRUE
Préoccuper,va.,,使担心,kouo’ ’la sin laong’,,掛拉心上,,451,,TRUE
Préoccuper,vr.,Il ne faut pas s’en -.,关心，关怀,véh yao’ tsoh nè’,,勿要作難,,452,待定,TRUE
Prépare,pp.,,準備，預備,yé’ zeng ke’,,現成个,,452,,TRUE
Prépare,pp.,,準備，預備,yu’ bei’ ’la ’tsé,,預備拉者,,452,,TRUE
Préparer,va.,Se-,安排,eu ba,,安排,,452,,TRUE
Préparer,va.,Se-,安排,su zu ’h‘ao,,舒徐好,,452,,TRUE
Préparer,vr.,,准备，预备,yu’ bei’,,預備,,452,,TRUE
Préparer,vr.,– une chambre,准备一个房间,’tseng bei’ waong kè,,整備房間,,452,,TRUE
Préparer,vr.,– à manger,准备一顿饭,sao(yu’ bei’) vè’,,燒（預備）飯,,452,,TRUE
Préparer,vr.,– à manger,准备一顿饭,long’ vè’,,弄飯,,452,,TRUE
Préparer,vr.,– ses bagages,准备行李,yu’ bei’ hang ’li,,預備行李,,452,,TRUE
Préparer,vr.,– ses bagages,准备行李,lié’ ling sé’,,斂零碎,,452,,TRUE
Préposer,va.,à un office,指派，指定,p‘a’ i ’koé,,派伊管,,452,,TRUE
Prérogative,sf.,,特权,se en,,私恩,,452,,TRUE
Prérogative,sf.,,特权,keh wai’ ke’ ghieu ping’,,格外个權柄,,452,,TRUE
Prérogative,sf.,,特权,déh en,,特恩,,452,,TRUE
Près,prép.,,在…临近,ghien’,,近,,452,,TRUE
Près,prép.,,在…临近,siang ghien’,,相近,,452,,TRUE
Près,prép.,–d’ici,接近,li k‘ai ’ts‘e di’ véh ’yeu,,離開此地勿遠,,452,,TRUE
Près,prép.,–de. À côté de.,挨着,t‘ih ghien’,,貼近,,452,,TRUE
Près,prép.,–de. À côté de.,挨着,’la baong pié,,拉旁邊,,452,,TRUE
Près,prép.,À cela-,到这个附近,zu ts‘éh di’ ke’ ’i wai’,,除出第个以外,,452,,TRUE
Près,prep. loc. adv.,A peu-.,差不多，几乎,ts‘ouo véh tou,,差勿多,,452,,TRUE
Près,prep. loc. adv.,A peu-.,差不多，几乎,zaong’ loh véh tou,,上落勿多,,452,,TRUE
Près,prep. loc. adv.,À beaucoup-,差的多，远不如,ts‘ouo teh tou,,差得多,,452,,TRUE
Près,prep. loc. adv.,À beaucoup-,差的多，远不如,’yeu ’hiu,,遠許,,452,,TRUE
Près,prep. loc. adv.,Avoir été- de… mourir,已经接近死,ts‘ouo ih ’ngè véh zeng saong’ ming’,,差一眼勿曾喪命,,452,,TRUE
Près,prep. loc. adv.,Avoir été- de… mourir,已经接近死,ki ki wou ’si,,幾幾乎死,,452,待定,TRUE
Près,prep. loc. adv.,Être - de partir,即将离开,k‘i’ k‘oa’,,去快,,452,,TRUE
Près,prep. loc. adv.,Être - de partir,即将离开,’nai zieû’ yao’ ’tseû ’tsé,,乃就要走者,？,452,重要 待定,TRUE
Présage,sm.,,预兆，征兆,zao’,,兆,,452,,TRUE
Présage,sm.,,预兆，征兆,yu’ zao’,,預兆,,452,,TRUE
Présager,va.,,预兆，预示,yu’ sié ’tse ’tié,,預先指點,,452,,TRUE
Présager,va.,,预兆，预示,yu’ liao’,,預料,,452,,TRUE
Présager,va.,,预兆，预示,yu’ yé,,預言,,452,,TRUE
Presbyte,sm.,,远视眼的，老花眼的,’lao (’yeu) koang,,老（遠）光,,452,,TRUE
Presbytère,sm.(C.),,教士住宅,kong ’sou,,公所,,452,,TRUE
Prescience,sf.,,预知，预见,sié tse,,先知,,452,,TRUE
Prescience,sf.,,预知，预见,yu’ sié ’hiao teh,,預先曉得,,452,,TRUE
Prescription,sf.,Ordre.,规定，指示,ming’ ling’,,命令,,452,,TRUE
Prescription,sf.,Ordonnance médicale.,药方，处方,yah faong,,藥方,,452,,TRUE
Prescription,sf.,Ordonnance médicale.,药方，处方,faong ’tse [ih tsang],,方子[一張],,452,,TRUE
Prescrire,va.,,要求，规定,fen p‘a’,,吩派,,452,,TRUE
Prescrire,va.,,要求，规定,fen fou’,,吩咐,,452,,TRUE
Préséance,sf.,,优先，上座,tsou’ ’tsang,,做長,,452,,TRUE
Préséance,sf.,,优先，上座,wei ’seû,,為首,,452,,TRUE
Préséance,sf.,,优先，上座,deû wei’,,頭位,,452,,TRUE
Préséance,sf.,L’usurper.,篡夺它,’ts‘iang sié,,搶先,,452,,TRUE
Préséance,sf.,L’usurper.,篡夺它,tsié’ sié,,僭先,占先,452,,TRUE
Préséance,sf.,La disputer.,竞争,tseng sié,,争先,,452,,TRUE
Préséance,sf.,Qu’on garde l’ordre des -s.,保持座位次序,koh tsao’ ’pen wei’,,各照本位,,452,,TRUE
Présence,sf.,,在场，出席,léh ’la,,垃拉,,452,,TRUE
Présence,sf.,,在场，出席,men zié,,門前,,452,,TRUE
Présence,sf.(C.),En- de Dieu,在天主面前,T‘ié ’tsu dai zié,,天主臺前,,452,,TRUE
Présence,sf.(C.),Exercice de la - de Dieu,天主的影响,se ’tsu zai’ kiè’,,思主在鑒,,452,,TRUE
Présence,sf.(C.),En - [de qqn],某人面前,’la men zié,,拉門前,,452,,TRUE
Présence,sf.(C.),En - [de qqn],某人面前,taong mié’,,當面,,452,,TRUE
Présent,sm.,Don.,礼物，礼品,’li wéh,,禮物,,452,,TRUE
Présent,sm.,Don.,礼物，礼品,’siao i’ se,,小意思,,452,,TRUE
Présent,sm.,Envoyer un -.,送礼,song’ ’li,,送禮,,452,,TRUE
Présent,sm.,Envoyer un -.,送礼,song’ gnen zing,,送人情,,452,,TRUE
Présent,sm.,Rendre un -.,回礼,wei ’li,,回禮,,453,,TRUE
Présent,sm.,Rendre un -.,回礼,tèh ’li,,答禮,,453,,TRUE
Présent,sm.,Offrir un - aux supérieurs,向上级献礼,hié’,,獻,,453,,TRUE
Présent,sm.,Offrir un - aux supérieurs,向上级献礼,hang ih ’ngè ’ke kieng’ i’,hang ih ’ngè ke’ kieng’ i’,行一眼个敬意,,453,,TRUE
Présent,sm.,– pour suborner,给下属,séh hoei’,séh h‘oei’,塞賄,,453,,TRUE
Présent,adj.,Être -,露面,léh ’la,,垃拉,,453,,TRUE
Présent,adj.,Être -,露面,léh ’li,,垃裏,,453,,TRUE
Présent,adj.,Actuel.,目前的，现在的,zu (taong) kien ke’,,如（當）今个,,453,,TRUE
Présent,adj.,Actuel.,目前的，现在的,yé’ zai’ ke’,,現在个,,453,,TRUE
